SalePrice,CentralAir,OverallQual,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,FullBath 0,FullBath 1,FullBath 2,FullBath 3,FullBath 4,ExterQual Ex,ExterQual Fa,ExterQual Gd,ExterQual TA,KitchenQual Ex,KitchenQual Fa,KitchenQual Gd,KitchenQual TA,BsmtQual Ex,BsmtQual Fa,BsmtQual Gd,BsmtQual TA,GarageCars 0.0,GarageCars 1.0,GarageCars 2.0,GarageCars 3.0,GarageCars 4.0,GarageCars 5.0,GarageFinish Fin,GarageFinish RFn,GarageFinish Unf,Fireplaces 0,Fireplaces 1,Fireplaces 2,Fireplaces 3,Fireplaces 4,HeatingQC Ex,HeatingQC Fa,HeatingQC Gd,HeatingQC Po,HeatingQC TA,Foundation BrkTil,Foundation CBlock,Foundation PConc,Foundation Slab,Foundation Stone,Foundation Wood
144000.0,1,-0.7725524696579678,-1.1636389855204623,-0.5613691420665472,-0.31723276197088124,-0.6311112594162738,-1.562365944486832,-0.3074919345904802,-1.0657567704421769,-0.6480746675188729,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
279500.0,1,0.6461833962946006,-0.013360327048504598,1.705014412778454,1.0036475802668858,0.8524666624748413,0.3495455390055087,1.145312439712891,1.088305094174414,1.1215875460374853,1.1411189005905988,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
157000.0,1,-0.06318453668168356,-0.48967846569410906,-0.5613691420665472,0.4566851017801129,0.23813284945807367,-0.9250621166560519,-0.37352849705881525,-1.1614928533140254,-0.728513859044162,0.6147898167795325,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
132000.0,1,0.6461833962946006,-1.2782715666052966,0.4789380634360763,-0.4987970701822582,-0.77895923101367,-0.9250621166560519,-1.3970952153180085,0.8010968455588685,0.5182936095978178,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
149000.0,1,-0.06318453668168356,-0.9818079948341735,0.03309211822066622,-0.1084338075277978,-0.39659378722730027,-0.9250621166560519,-0.04334568471713999,-0.682812438954783,-0.3263179014177169,0.4356139584608716,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
90000.0,1,-1.4819204026342518,-0.40469224178638713,0.20028434767644498,-2.387065875580578,0.34774427667683305,-0.28775828882527155,-0.14240052841964257,-0.8264165632625557,-0.4469766887056504,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
159000.0,1,-0.7725524696579678,-0.7644013755353498,0.4789380634360763,0.14121711626284547,-0.11619246178396236,-0.28775828882527155,1.0792758772445559,0.9447009698666412,1.0411483545121965,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
139000.0,1,-0.7725524696579678,-0.31970601787866515,-0.8307344006341908,-0.05169496121174251,0.4573557038955924,-0.28775828882527155,-0.4395650595271503,-0.9221526461344042,-0.808953050569451,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
325300.0,1,1.3555513292708847,1.7298454749656993,1.7653893845263742,0.2410774857791028,-0.004031931606627215,1.6241531946670693,1.1122941584787234,1.0404370527384896,1.081367950274841,1.5554630729525023,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
139400.0,1,0.6461833962946006,-0.7762599184061948,-0.8957536009781047,-0.9413600714474895,-0.13148707953541716,-0.28775828882527155,-1.364076934083841,-1.6401732676732679,-1.935101731923497,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
230000.0,1,1.3555513292708847,0.5815432403055492,0.2838804624043344,1.6459313205646318,1.6197466530061566,0.3495455390055087,1.0132393147762209,0.8489648869947928,0.9607091629869075,1.001137761279145,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
129900.0,1,-0.7725524696579678,-0.8711282613729542,0.46036114905210085,-0.02672986883267818,-0.2538440215470555,-0.28775828882527155,0.15476400268786517,-0.39560419033923755,-0.08500032684184981,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
154000.0,1,-0.7725524696579678,-0.8711282613729542,-0.9421958869380433,0.01866120822016605,-0.2538440215470555,-0.28775828882527155,-0.10938224718547504,0.8010968455588685,-0.4067570929430059,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
256300.0,1,1.3555513292708847,0.19614059700308908,1.9372258425781468,1.167055457657125,1.122671576083876,0.3495455390055087,1.1783307209470586,1.088305094174414,1.16180714180013,3.0112669217916217,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
134800.0,1,-0.7725524696579678,-1.187356071262152,0.4789380634360763,-0.3444674082025878,-0.6617004949191834,-0.9250621166560519,-0.670693028166323,0.7532288041229442,1.081367950274841,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
306000.0,1,1.3555513292708847,0.4016886734310678,1.3892068682508718,1.4802538893217503,1.387778283775759,0.3495455390055087,1.1783307209470586,1.1361731356103382,1.2020267375627744,0.5475988699100346,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
207500.0,1,-0.7725524696579678,0.19614059700308908,-0.7146286857343445,0.9809520417404638,1.122671576083876,-0.28775828882527155,-0.47258334076131786,0.6096246798151715,-0.8491726463320954,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
68500.0,0,-1.4819204026342518,-1.9383971197489973,-1.081522744817859,-1.2068978722066281,-1.630359619177987,-1.562365944486832,-1.4631317777863437,-1.6401732676732679,-2.3372976895499424,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
40000.0,0,-1.4819204026342518,-0.36318734173842987,-1.0350804588579203,-0.9141254252157829,-1.3015253375217088,-0.28775828882527155,-1.6942597464255162,-1.6401732676732679,-2.3372976895499424,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
149350.0,1,-0.7725524696579678,-0.5390890609892962,-0.9375516583420495,0.3999462554640576,0.1744052754936787,-0.28775828882527155,-0.1754188096538101,1.0404370527384896,-0.4871962844682949,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
179900.0,1,1.3555513292708847,-0.5272305181184513,0.05166903260464164,0.4135635785799109,0.1896998932451335,0.3495455390055087,1.1783307209470586,1.088305094174414,1.16180714180013,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
165500.0,1,-0.7725524696579678,0.39378297818383784,-0.120167425447131,0.7857704104132336,1.3775818719414559,-0.28775828882527155,-0.4065467782929828,-1.2093608947499497,-0.7687334548068064,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
277500.0,1,2.064919262247169,0.11906006834259707,0.38605349151619917,1.1557076883939141,1.0232565606994197,-0.28775828882527155,1.1122941584787234,0.9925690113025655,1.081367950274841,0.8051641662431096,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
309000.0,1,1.3555513292708847,1.8800536846630684,1.0130243519753697,0.14802577782077211,-0.07030860852959799,1.6241531946670693,1.0792758772445559,0.9925690113025655,1.0411483545121965,0.16685017098288027,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
145000.0,1,-0.7725524696579678,-0.7980005803360771,0.9247840086514864,0.10263470076792788,-0.15952721207975096,-0.28775828882527155,0.7490930649028806,0.513888596943323,0.6791719926483959,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
153000.0,1,-0.7725524696579678,-0.4027158179745796,0.11668823294855561,0.5565454712963702,0.35029337963540885,-0.9250621166560519,-0.5716381844638204,0.27454838976370183,-0.969831433620029,3.067259377516203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
109000.0,1,-0.7725524696579678,-0.8770575328083766,-1.053657373241896,0.011852546662239416,-0.2614913304227829,-0.9250621166560519,-0.6046564656979879,1.088305094174414,-1.0100510293826734,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
82000.0,0,-1.4819204026342518,-0.6892972706866654,-2.196137607856384,-2.387065875580578,-0.01932654935808201,-0.28775828882527155,-0.5386199032296529,-1.4008330604936468,0.0,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
160000.0,1,-0.06318453668168356,-0.3493523750557775,-0.15267702561908797,0.08220871609414798,0.4191191595169554,-0.28775828882527155,-0.20843709088797763,-0.9221526461344042,-0.5274158802309394,-0.006726441763322446,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
170000.0,1,-0.7725524696579678,-0.34144667980854754,-0.7657152002902768,0.6768318254864074,0.4293155713512586,-0.9250621166560519,-0.4065467782929828,-1.2093608947499497,-0.7687334548068064,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
144000.0,1,-0.7725524696579678,-1.2189788522510718,0.14455360452451874,-0.4806406393611205,-0.7024861422563962,-0.9250621166560519,0.38589197132703784,-0.06052790028776786,0.19653684349666173,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
130250.0,1,-0.7725524696579678,-1.1122519664134676,-0.7657152002902768,-0.2582243618021838,-0.564834582493303,-0.9250621166560519,0.12174572145369765,-0.20413202459554058,-0.044780731079205306,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141000.0,1,-0.7725524696579678,-0.6932501183102803,-0.8028690290582277,0.2229210549579651,-0.024424755275233606,-0.28775828882527155,-0.4065467782929828,-1.2093608947499497,-0.7687334548068064,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
319900.0,1,2.064919262247169,0.4965570163978272,0.4789380634360763,1.5891924742485766,1.5101352257873975,-0.28775828882527155,1.1122941584787234,0.9925690113025655,1.081367950274841,1.7346389312711632,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
239686.0,1,0.6461833962946006,1.2811972696853997,0.9154955514594987,0.8674743491083532,0.9136451334806605,-0.28775828882527155,1.0462575960103884,0.896832928430717,1.000928758749552,-0.5722502445815958,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
249700.0,1,1.3555513292708847,0.30682033046430834,1.63999521243454,1.3713153043949242,1.2654213417641207,0.3495455390055087,1.145312439712891,1.0404370527384896,1.1215875460374853,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
113000.0,1,-1.4819204026342518,-0.09637012714441907,-2.196137607856384,-0.7166742400359105,-1.0797533801256143,0.986849366836289,-1.6942597464255162,1.1361731356103382,0.0,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
127000.0,1,-0.7725524696579678,-1.0786527616127404,-0.40346536980275616,-0.21964194630726616,-0.5214998321975144,-0.28775828882527155,-0.1754188096538101,-0.87428460469848,-0.4871962844682949,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
177000.0,1,-0.06318453668168356,-0.060794498531884296,-0.3941769126107684,-0.5850401165826622,-0.931905408528218,-0.28775828882527155,0.8481479086053832,0.6096246798151715,0.7596111841736849,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
114500.0,1,-0.06318453668168356,-0.6418630992032857,0.25601509082837126,-0.5351099318245336,-0.8758251434395504,-0.28775828882527155,-1.232003809147171,-1.6401732676732679,0.2769760350219508,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110000.0,0,-0.7725524696579678,-1.353375671453981,0.20028434767644498,-0.5351099318245336,-0.8758251434395504,-0.9250621166560519,-0.2744736533563127,-1.0178887290062526,-0.6078550717562284,-0.5722502445815958,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
385000.0,1,2.064919262247169,0.674435159460501,1.9558027569621221,1.7934523209863755,1.7395544920592192,-0.9250621166560519,0.3198554088587028,0.1309442654559291,0.11609765197137273,-0.5722502445815958,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
130000.0,1,-0.7725524696579678,-0.2782011178307079,0.46036114905210085,-1.515557196165969,0.5108868660256841,-0.28775828882527155,-0.5386199032296529,-1.4008330604936468,-0.6480746675188729,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
180500.0,1,-0.06318453668168356,-0.14973357006322124,0.4789380634360763,0.8470483644345733,0.6765785583331111,0.3495455390055087,-0.24145537212214516,-0.9700206875703284,-0.5676354759935839,0.9507445511270216,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
172500.0,1,1.3555513292708847,0.4708635068443298,0.03309211822066622,-0.185598638517633,-0.450124949357392,0.3495455390055087,0.9141844710737183,0.7532288041229442,0.8400503756989739,1.9810057364593219,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
196500.0,1,0.6461833962946006,0.4333114544199876,0.4278515488801439,-0.43524956230827627,-0.7636646132622154,0.3495455390055087,1.0792758772445559,0.9447009698666412,1.0411483545121965,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
438780.0,1,2.774287195223453,2.8544306238841597,0.7808129221756769,0.8130050566449402,0.6791276612916869,2.2614570224978494,1.145312439712891,1.0404370527384896,1.1215875460374853,5.200571940622759,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
124900.0,1,-0.7725524696579678,-1.4245269286790507,-0.5613691420665472,-0.6168138705196532,-0.9675928499482792,-1.562365944486832,0.022690877751195066,-0.5870763560829345,-0.20565911412978333,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
158000.0,1,-0.06318453668168356,-0.6774387278158204,0.4789380634360763,0.2410774857791028,-0.004031931606627215,-0.9250621166560519,1.0792758772445559,0.9447009698666412,1.1215875460374853,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101000.0,0,-0.7725524696579678,-0.7703306469707722,-0.8585997722101539,-1.184202333680206,-1.4748643387048632,-0.28775828882527155,-1.6942597464255162,0.5617566383792473,-1.7340037531102745,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
202500.0,1,1.3555513292708847,-0.258436879712633,0.05166903260464164,0.7222229025392517,0.5363778956114421,-0.28775828882527155,1.145312439712891,1.0404370527384896,1.1215875460374853,0.4244154673159553,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
140000.0,1,0.6461833962946006,0.4135472163019127,0.03309211822066622,-1.0798028564586644,-0.6566022890020318,1.6241531946670693,-1.6612414651913487,-1.6401732676732679,0.4780740138351733,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
219500.0,1,0.6461833962946006,1.0539085313275387,0.7993898365596522,0.011852546662239416,-0.2614913304227829,0.986849366836289,0.8481479086053832,0.6574927212510958,0.7998307799363293,2.6361174684369257,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
317000.0,1,1.3555513292708847,1.9215585847110257,1.7607451559303802,0.2070341779894696,-0.042268475985264196,1.6241531946670693,1.0792758772445559,0.9925690113025655,1.0411483545121965,1.3538902323440085,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
180000.0,1,0.6461833962946006,1.395829850770234,0.4789380634360763,2.031755475513808,2.669977071939386,0.3495455390055087,-0.04334568471713999,0.2266803483277776,-0.3263179014177169,1.034733234713894,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
226000.0,1,0.6461833962946006,-0.04300668422561691,0.3953419487081869,0.9105958723085552,0.8142301180962043,0.3495455390055087,1.0462575960103884,0.896832928430717,1.000928758749552,0.3628237660189156,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80000.0,1,-1.4819204026342518,-1.4897489144686977,-1.174407316737736,-0.6917091476568462,-1.0517132475812805,-1.562365944486832,-0.8688027155713282,-1.6401732676732679,-1.3318077954838297,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
225000.0,1,0.6461833962946006,1.553943755714833,0.9015628656715171,0.5724323482648657,0.36813710034543945,0.3495455390055087,-0.6046564656979879,-1.496569143365495,-1.0100510293826734,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
